Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-10-21 15:04:27,0.06250,26.73438,26.73438,0.00000
2023-10-21 15:04:28,0.40625,40.17188,40.17188,0.00000
2023-10-21 15:04:29,0.12500,28.09375,28.09375,0.00000
2023-10-21 15:04:30,0.06250,26.92188,26.92188,0.00000
