Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-10-21 15:03:11,0.03125,30.40625,30.40625,0.00000
2023-10-21 15:03:12,0.06250,33.01563,33.01563,0.00000
2023-10-21 15:03:13,0.46875,43.07813,43.07813,0.00000
2023-10-21 15:03:14,0.00000,28.00000,28.00000,0.00000
