Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-10-21 15:03:30,0.06250,26.70313,26.70313,0.00000
2023-10-21 15:03:31,0.40625,40.59375,40.59375,0.00000
2023-10-21 15:03:32,0.03125,27.39063,27.39063,0.00000
2023-10-21 15:03:33,0.12500,27.53125,27.53125,0.00000
