Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-10-21 15:04:17,0.06250,27.81250,27.81250,0.00000
2023-10-21 15:04:18,0.06250,26.89063,26.89063,0.00000
2023-10-21 15:04:19,0.43750,40.56250,40.56250,0.00000
2023-10-21 15:04:20,0.06250,27.31250,27.31250,0.00000
