Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-10-21 15:04:55,0.06250,27.37500,27.37500,0.00000
2023-10-21 15:04:56,0.81250,39.15625,39.15625,0.00000
2023-10-21 15:04:57,0.06250,30.76563,30.76563,0.00000
2023-10-21 15:04:58,0.06250,33.17188,33.17188,0.00000
