Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-10-21 15:04:46,0.03125,26.51563,26.51563,0.00000
2023-10-21 15:04:47,0.87500,40.04688,40.04688,0.00000
2023-10-21 15:04:48,0.03125,28.09375,28.09375,0.00000
2023-10-21 15:04:49,0.06250,26.84375,26.84375,0.00000
