Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-10-21 15:03:20,0.06250,26.84375,26.84375,0.00000
2023-10-21 15:03:21,0.81250,42.75000,42.75000,0.00000
2023-10-21 15:03:22,0.06250,31.51563,31.51563,0.00000
2023-10-21 15:03:23,0.12500,27.18750,27.18750,0.00000
