Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-10-21 15:03:49,0.06250,26.90625,26.90625,0.00000
2023-10-21 15:03:50,0.34375,36.60938,36.60938,0.00000
2023-10-21 15:03:51,0.37500,36.10938,36.10938,0.00000
2023-10-21 15:03:52,0.06250,28.10938,28.10938,0.00000
