Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-10-21 15:03:39,0.03125,27.03125,27.03125,0.00000
2023-10-21 15:03:40,0.06250,27.06250,27.06250,0.00000
2023-10-21 15:03:41,0.81250,40.95313,40.95313,0.00000
2023-10-21 15:03:42,0.06250,28.43750,28.43750,0.00000
