Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-10-21 15:04:08,0.06250,33.75000,33.75000,0.00000
2023-10-21 15:04:09,0.87500,42.87500,42.87500,0.00000
2023-10-21 15:04:10,0.03125,30.45313,30.45313,0.00000
2023-10-21 15:04:11,0.06250,26.60938,26.60938,0.00000
