Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-10-21 15:03:58,0.06250,26.75000,26.75000,0.00000
2023-10-21 15:03:59,0.46875,42.34375,42.34375,0.00000
2023-10-21 15:04:00,0.06250,28.01563,28.01563,0.00000
2023-10-21 15:04:01,0.03125,27.10938,27.10938,0.00000
